,title,company_name,location,salary_avg,salary_min,salary_max
1819,Junior Data Analyst,"Staffigo Technical Services, LLC","Missouri City, MO",,,
1820,Data Analytics Analyst,Hire Resolve USA,"Kansas City, KS",,,
1821,"Staff Data Analyst, Product Intelligence",FCA Group,United States,,,
1822,Data Analyst,"Staffigo Technical Services, LLC","Kansas City, KS",,,
1823,Business Data Analyst,Thales Group,"Green, KS",,,
1824,Data Analyst,"Target Brands, Inc.",United States,,,
1825,Data Analyst,TEKsystems,"Oklahoma City, OK",,,
1826,Data Analyst,Lockton,"Overland Park, KS",,,
1827,Data Analyst,Ardent Health,"Tulsa, OK",,,
1828,Data Analyst,Ardent Health,"Tulsa, OK",,,
1829,Cyber Data Analyst,Secure Technologies Group Inc,United States,,,
1830,Sr Data Analyst,National Grid Renewables,United States,,,
1831,Data Analyst Engineer,Butler America,United States,,,
1832,HR Data Analyst,SHI International Corp.,United States,,,
1833,Lead Data Analyst,Discover,"Jefferson City, MO",,,
1834,Associate Research/Data Analyst,Missouri State Department of Corrections,"Jefferson City, MO",,,
1835,Data Analyst,Amentum,United States,,,
1836,Associate Research/Data Analyst,Missouri State Department of Corrections,"Jefferson City, MO",,,
1837,Data Analyst,Amentum,United States,,,
1838,data analyst ii,GLOBAL HOLDINGS TULSA LLC,"Tulsa, OK",,,
1839,PnL Data Analyst,BOK Financial,"Oklahoma City, OK",,,
1840,Financial Data Analyst,Siemens,"Oklahoma City, OK",,,
1841,Data analyst healthcare sql,Randstad Technologies,United States,,,
1842,Procurement and Planning Data Analyst,ABB,United States,,,
1843,Data Analyst 3,Pennsylvania State University,United States,,,
1844,Entry Level Data Analyst,"Staffigo Technical Services, LLC","Oklahoma City, OK",,,
1845,Lead Finance Data Analyst,J&J Family of Companies,"Jefferson City, MO",,,
1846,Senior Customer Data Analyst,DCM Staffing,United States,,,
1847,Sales Operation Data Analyst,Daikin Applied,United States,,,
1848,071388-Data Analyst Lead,Capgemini,United States,,,
1849,"Senior Data Analyst, Sales Operations",Harnham,United States,,,
1850,"Senior Data Analyst, Technical Support",Medtronic,United States,,,
1851,Data Analyst,"Staffigo Technical Services, LLC","Olathe, KS",,,
1852,Sr. Data Analyst,Humana,United States,,,
1853,Principal Data Analyst,Silicon Valley Bank,United States,,,
1854,Sr. Data Analyst,Humana,United States,,,
1855,Principal Data Analyst,Silicon Valley Bank,United States,,,
1856,Health data analyst,"Anthem, Inc","Topeka, KS",,,
1857,SEM Data Analyst,Clearesult,United States,,,
1858,Data Analyst AVP,Barclays,United States,,,
1859,Data Analyst Intern,First Orion,"Benton, AR",,,
1860,Data Analyst Intern,First Orion,"Benton, AR",,,
1861,Sales Operations Data Analyst,Silk Road Medical,United States,,,
1862,Senior Customer Data Analyst,Medical Mutual,United States,,,
1863,Data Analyst Intern,Gainwell Technologies LLC,United States,,,
1864,Select Commercial Lines National Data Analyst,USI Holdings Corporation,United States,,,
1865,Data Analyst Supporting the DEA,WITS Solutions Inc.,United States,,,
1866,Senior Data Analyst,Walmart,"Bentonville, AR",,,
1867,Junior Data Analyst,Experis,United States,,,
1868,Junior Data Analyst,Experis,United States,,,
1869,Data Analyst,SoftStandard Solutions,United States,,,
1870,Sr Data Analyst,Saxon Global Inc,United States,,,
1871,Data Analyst,Randstad Technologies,"Kansas City, MO",,,
1872,Advisor Data Analyst,Gainwell Technologies LLC,United States,,,
1873,Data analyst healthcare sql,Randstad Technologies,United States,,,
1874,Clinical research data analyst,PAVIR,United States,,,
1875,Senior Data Analyst,myGwork,United States,,,
1876,Data Analyst,Blue Shield of CA,United States,,,
1877,Data Analyst,Albert Einstein College of Medicine,United States,,,
1878,Data Analyst,"ADP, Inc.",United States,,,
1879,Data Analyst,Bright Minds,United States,,,
1880,Data Analyst,Insight Global,United States,,,
1881,Data Analyst,Envision,"Missouri City, MO",,,
1882,Data Analyst,Brooksource,United States,,,
1883,Data Analyst,"The Custom Companies, Inc.",United States,,,
1884,Senior Marketing Data Analyst,Bayer,United States,,,
1885,Data Analyst-Parts,Apollo MedFlight,"Wichita, KS",,,
1886,Data Analyst,Medical Mutual Liability Insurance Soc. of MD,United States,,,
1887,Data Analyst,Kavaliro,United States,,,
1888,Data Analyst-Parts,Apollo MedFlight,"Wichita, KS",,,
1889,Data Analyst,Medical Mutual Liability Insurance Soc. of MD,United States,,,
1890,Data Analyst,Kavaliro,United States,,,
1891,Data Analyst,Elsdon Consulting ltd,United States,,,
1892,Marketing Data Analyst,Browns Shoes Inc.,United States,,,
1893,Freelance Data Analyst,Appen,United States,,,
1894,IT Data Analyst,Pivotal Solutions,"Missouri City, MO",,,
1895,Business Data Analyst,Blue Cross Blue Shield of Wyoming,"Cheyenne, OK",,,
1896,Senior Data Analyst,The Estée Lauder Companies,United States,,,
1897,"Lead, Data Analyst",Quest Diagnostics,"Shawnee, KS",,,
1898,"Lead, Data Analyst",Quest Diagnostics,"Shawnee, KS",,,
1899,Financial Data Analyst,"Universal Technologies, LLC",United States,,,
1900,Senior Data Analyst,CoSourcing Partners - Intelligent Automation and Staffing Solutions Company,United States,,,
1901,Marketing Data Analyst,Mathis Brothers,"Oklahoma City, OK",,,
1902,Financial Data Analyst,"Gardner Resources Consulting, LLC",United States,,,
1903,Senior Data Analyst,The Judge Group,United States,,,
1904,Remote Real World Data Analyst,SimulStat,United States,,,
1905,ECG Data Analyst,"Charles River Laboratories, Research Models and Services, Germany GmbH",United States,,,
1906,Lead/ Sr. Data Analyst,VDart Inc,United States,,,
1907,Sr. Consultant Data Analyst,WNA Ltd,United States,,,
1908,Business Data Analyst,AAA Northeast,United States,,,
1909,FP&A Data Analyst,SkyWater Search Partners,United States,,,
1910,Senior Data Analyst Business Optimization Intelligence,Cox Communications Inc,"Oklahoma City, OK",,,
1911,Financial Data Analyst,Insight Global,United States,,,
1912,Data Analyst,Ninja Van,United States,,,
1913,Analyst Business Data Sr,Peacefestival,United States,,,
1914,Financial Data Analyst,Insight Global,United States,,,
1915,Sr OM Data Analyst,McCormick & Company,United States,,,
1916,Data Analyst,Ninja Van,United States,,,
1917,Analyst Business Data Sr,Peacefestival,United States,,,
1918,Data Analyst – Kiewit Technology Group in Lenexa KS,Kiewit Corporation,"Lenexa, KS",,,
1919,Data Analyst Actuarial,Randstad,United States,,,
1920,Data Management Implementation/ Integration Analyst,NYLON Search - Recruitment and Executive Search,United States,,,
1921,Data Analysis,Estée Lauder Companies,United States,,,
1922,"Sr. Data Analyst, Marketing Operations",Cox,"The Village, OK",,,
1923,Nashville Onsite SQL Data Analyst,Insight Global,United States,,,
1924,SAS Analyst,New York Technology Partners,United States,,,
1925,Data Analyst-Client Reporting,Insight Global,United States,,,
1926,Workforce Optimization Data Analyst,myGwork,"Springfield, MO",,,
1927,Data Analyst I,myGwork,"Jefferson City, MO",,,
1928,Data Analyst I,myGwork,United States,,,
1929,Data Analyst Internship,"Colony Brands, Inc.",United States,,,
1930,Data Analyst,Continental Resources,"Oklahoma City, OK",,,
1931,"Associate Data Analyst, OSO",Continental Resources,"Oklahoma City, OK",,,
1932,Pre-Clerkship Assessment Data Analyst,Washington State University,United States,,,
1933,data analyst,University of Alabama at Birmingham,United States,,,
1934,Data analyst,HCL Technologies Limited,United States,,,
1935,Data Analyst Technical,Intermountain Healthcare,"Topeka, KS",,,
1936,Collections Data Analyst,Purpose Financial,United States,,,
1937,Senior Data Analyst,Havenly,United States,,,
1938,Data Analyst,Change Healthcare,United States,,,
1939,Data Analyst IV,Corporate,"Columbia, MO",,,
1940,Lead Business Data Analyst,UKG (Ultimate Kronos Group),"Topeka, KS",,,
1941,Data Analyst UM Evaluations,Gainwell Technologies LLC,United States,,,
1942,Trust and Safety Data Analyst,Patreon,United States,,,
1943,data analyst,Montefiore Medical Center,United States,,,
1944,Senior Data Analyst,"TechOp Solutions International, Inc.",United States,,,
1945,Data Analyst and Visualization Engineer,CACI International Inc.,United States,,,
1946,Data Analyst,GalaxEons,United States,,,
1947,"Senior Data Analyst, Federal Civilian",Ad Hoc Team,"Cheyenne, OK",,,
1948,Business Data Analyst,"Cracker Barrel Old Country Store, Inc.",United States,,,
1949,Business Analyst with Data Quality Analysis Expertise,UniproSys,"Oakland, CA",,,
1950,Data Analyst/Programmer,University of Connecticut,United States,,,
1951,Consumer Marketing Data Analyst,FICO,United States,,,
1952,Lead Data Analyst,Lutron Company,United States,,,
1953,Consultant - (Data Analyst) NY,Urban Science International Gmbh,United States,,,
1954,Data Analyst 2,UnitedHealth Group,"San Francisco, CA",,,
1955,Data Analyst,Enterprise Solutions Inc,"San Jose, CA",,,
1956,Data Analyst,Booz Allen Hamilton,United States,,,
1957,Data Analyst,Devcare Solutions,United States,,,
1958,Data Analyst V BS7UJP00000128,Experis,"Wichita, KS",,,
1959,Healthcare Data Analyst,Children's Minnesota,United States,,,
1960,Quality Data Analyst,Textron,"Wichita, KS",,,
1961,Data Analyst,Vimerse,United States,,,
1962,Senior Data Analyst,SunPower,"Jefferson City, MO",,,
1963,Senior Data Analyst,North East Medical Services,"Daly City, CA",,,
1964,Data Analyst,Excellence Community Schools,United States,,,
1965,Marketing Data Analyst,Mathis Brothers,"Oklahoma City, OK",,,
1966,Epidemiologist/Data Analyst,Missouri State Job Bank,"Branson, MO",,,
1967,Lead Data Analyst,Yoh,United States,,,
1968,Tableau Data Analyst,Bigbear,United States,,,
1969,Data Analyst: PowerBI,Iit-Inc.,United States,,,
1970,Data Analyst,HealthEdge Software Inc,"Jefferson City, MO",,,
1971,Data Analyst,The University of Kansas Health System,"Lenexa, KS",,,
1972,Data Analyst,Hillcrest HealthCare System,"Tulsa, OK",,,
1973,Data Analyst,Huntington Ingalls Industries,United States,,,
1974,healthcare data analyst,University of Missouri Health Care,"Columbia, MO",,,
1975,Senior Data Analyst,Humana,"Overland Park, KS",,,
1976,Data Analyst,Michigan Public Health Institute (MPHI),United States,,,
1977,Business Systems/Data Analyst,Energy Transfer LP,"Oklahoma City, OK",,,
1978,Data Analyst with Market Credit Risk,ApTask,United States,,,
1979,Data Analyst- REMOTE,General Dynamics Information Technology,"McAlester, OK",,,
1980,Data Analyst II,Cox,"Wichita, KS",,,
1981,Senior Data Analyst,"Government Employees Health Association, Inc. - GEHA","Lee's Summit, MO",,,
1982,Data Analyst,The Board of Pensions of the Presbyterian Church,United States,,,
1983,Data Analyst,Motion Recruitment Partners LLC,United States,,,
1984,Workday Reporting/Data Analyst. Job in Kansas City Gr8Jobs,Corporate,"Kansas City, MO",,,
1985,"Sr. Data Analyst, Marketing Operations",Cox Communications Inc,"Springdale, AR",,,
1986,"Sr. Data Analyst, Marketing Operations",Cox Communications Inc,"Topeka, KS",,,
1987,"Sr. Data Analyst, Marketing Operations",Cox Communications Inc,"Wichita, KS",,,
1988,"Sr. Data Analyst, Marketing Operations",Cox Communications Inc,United States,,,
1989,Senior Data Analyst,StartupJobs,United States,,,
1990,Product Data Analyst,Parts Town,United States,,,
1991,Junior Data Analyst,Job recruite,United States,,,
1992,Senior Data Analyst,Change Healthcare,"Kansas City, MO",,,
1993,Senior Data Analyst,U.S. Bank National Association,United States,,,
1994,Sr Data Analyst,Tandym group,United States,,,
1995,Clinical Data Analyst II,"Penumbra, Inc.","Alameda, CA",,,
1996,"IT Data Analyst, Senior",Blue Shield of CA,"Oakland, CA",,,
1997,Data Analyst,"NexInfo Solutions, Inc.","San Francisco, CA",,,
1998,Data Analyst,VGW,"San Francisco, CA",,,
1999,Sr. Financial Data Analyst,First National Bank of Omaha,United States,,,
2000,Marketing Data Analyst,myGwork,United States,,,
2001,Data Analyst I,Disability Solutions,United States,,,
2002,Data Analyst II,Disability Solutions,United States,,,
2003,Principal Data Analyst,SVB Financial Group,"Santa Clara, CA",,,
2004,Business Data Analyst,Sunrise Biztech Systems Private Limited,"San Jose, CA",,,
2005,Research Data Analyst 2,UC San Diego Health System - Hillcrest,United States,,,
2006,CCT Bioinformatics Research Data Analyst 2,Stanford University,"Stanford, CA",,,
2007,"Lead, Data Analyst",Quest Diagnostics,"Lenexa, KS",,,
2008,Senior Data Analyst,Adaptavist,United States,,,
2009,Data Analyst I,"TPI (Tech Providers, Inc.)",United States,,,
2010,"Sr. Data Analyst, Products","Columbia Association, Inc.",United States,,,
2011,Business Data Analyst,DHL Supply Chain,United States,,,
2012,Data Analyst,"IDR, Inc.",United States,,,
2013,Sales Data Analyst,Elsevier,United States,,,
2014,Data Analyst,Spectraforce Technologies Inc,United States,,,
2015,Data Analyst,The Westminster School,United States,,,
2016,Data Analyst,WiMLDS Inc,United States,,,
2017,Data Analyst,Cardinal Health,United States,,,
2018,Jr. Data Analyst,Xoriant,United States,,,
2019,Business/Data Analyst,GLO Comms,United States,,,
2020,Data Analyst,Synergy Search,United States,,,
2021,Lead Data Analyst,Monster,United States,,,
2022,Data Analyst,Highbrow LLC,United States,,,
2023,Insurance – Data Analyst – REMOTE,WAHVE,"Sacramento, CA",,,
2024,Data Analyst,TalentOla,United States,,,
2025,Data Analyst,Stockell Consulting,United States,,,
2026,Data Analyst,Stockell Consulting,"Kansas City, MO",,,
2027,Supplier/Vendor Data Analyst,Cypress HCM,United States,,,
2028,Senior Financial Data Analyst,University of Washington,United States,,,
2029,Data Analyst,Textron Aviation,"Wichita, KS",,,
2030,Investment Data Analyst,WaterEquity,"Kansas City, MO",,,
2031,Data Analyst,"SnapDragon Associates, LLC",United States,,,
2032,Category Data Analyst,Cookies,United States,,,
2033,Data Analyst,Occam Solutions Inc,United States,,,
2034,Data Analyst,"Nesco Resource, LLC","Sacramento, CA",,,
2035,Data Analyst,SynergisticIT,"Branson, MO",,,
2036,Senior Data Analyst,Humana,"Rogers, AR",,,
2037,Master Data Analyst,Brakebush Brothers Inc,United States,,,
2038,Data Scientist/Data Analyst,TMC Technologies,United States,,,
2039,Senior Data Analyst,Humana,"Lenexa, KS",,,
2040,Intern: Financial Data Analyst,EquipmentShare,"Columbia, MO",,,
2041,(Senior) Data Analyst,Stanford University,"Stanford, CA",,,
2042,Financial Data Analyst,LifeChurch,"Edmond, OK",,,
2043,Data Analyst IV,Disability Solutions,"Missouri City, MO",,,
2044,Workday Reporting Data Analyst,Disability Solutions,"Missouri City, MO",,,
2045,Financial Data Analyst II,Disability Solutions,United States,,,
2046,Data Analyst IV,Corporate,"Jefferson City, MO",,,
2047,Data Analyst IV,Corporate,"Kansas City, MO",,,
2048,Data Analyst,STAND 8 Technology Services,United States,,,
2049,Senior Data Analyst,Executive Staffing Group (ESG),United States,,,
2050,Data Governance Data Analyst,Nesco Resource,United States,,,
2051,SAP S4 Hana Master Data Analyst,"APN Software Services, Inc","Wichita, KS",,,
2052,Data Analyst,Entegrity,United States,,,
2053,Senior Data Analyst,Michael Page International Inc,United States,,,
2054,Shelter Insurance Hiring for AmShield Data Analyst,Shelter Insurance,"Columbia, MO",,,
2055,Data Analyst,Change Healthcare,"Jefferson City, MO",,,
2056,Problem Management Business Data Analyst Intern,Disability Solutions,"Missouri City, MO",,,
2057,Data Analyst,Aditi Consulting,"Pleasanton, CA",,,
2058,Data Analyst,ALTRES Staffing,United States,,,
2059,Senior Data Analyst,Randstad,United States,,,
2060,Senior Data Analyst-BI,NetSmart Technologies,"Overland Park, KS",,,
2061,Research Data Analyst,"University of California, Berkeley","San Francisco, CA",,,
2062,Data Analyst- Senior,Intermountain Healthcare,United States,,,
2063,Workday Reporting Data Analyst,Corporate,United States,,,
2064,mid-level data analyst,"RIT Solutions, Inc.",United States,,,
2065,ERP Business Data Analyst I with Security Clearance,Diligent Consulting,United States,,,
2066,Data Analyst III,Corporate,"Kansas City, MO",,,
2067,Data Analyst,Michael Page International Inc,United States,,,
2068,Business and Data Analyst,ICF,United States,,,
2069,Junior Data Analyst,"Staffigo Technical Services, LLC","Missouri City, MO",,,
2070,Workday Reporting Data Analyst,Corporate,"Jefferson City, MO",,,
2071,Workday Reporting Data Analyst,Corporate,"Kansas City, MO",,,
2072,Data Analyst,SIRA Consulting Inc,United States,,,
2073,Senior Business/Data Analyst,MATRIX Resources,United States,,,
2074,Product Data Analyst,Motion Recruitment,United States,,,
2075,Lead Data Analyst,Procom,United States,,,
2076,EHS Data Analyst,Textron,"Wichita, KS",,,
2077,Product Data Analyst,Motion Recruitment,United States,,,
2078,Lead Data Analyst,Procom,United States,,,
2079,HSSE Data Analyst,Orion Group,United States,,,
2080,Data Analyst,Valeo,"Topeka, KS",,,
2081,Data Analyst,Humana,"Overland Park, KS",,,
2082,Data Analyst,Humana,"Overland Park, KS",,,
2083,Data Analyst,Roth Staffing,United States,,,
2084,Jr. Data Analyst,Parkar Digital,United States,,,
2085,Data Analyst,Roth Staffing,United States,,,
2086,Data Analyst,MSX INTERNATIONAL,United States,,,
2087,Data Analyst,Avantus,United States,,,
2088,BI/Data Analyst,Saxon Global Inc,United States,,,
2089,BI/Data Analyst,Saxon Global Inc,United States,,,
2090,Data Analyst,Currency Exchange International,United States,,,
2091,Data Analyst,Marvel Technologies Inc,United States,,,
2092,Data Analyst,KellyMitchell Group,United States,,,
2093,Healthcare Data Analyst,Extend Information Systems,United States,,,
2094,Sr. Data Analyst,Polaris Inc.,United States,,,
2095,Data Analyst,Panasonic Connect North America Professional Services,"Overland Park, KS",,,
2096,IT Data Analyst,Golden Valley Health Centers,United States,,,
2097,Financial Data Analyst,Robert Half,United States,,,
2098,Sr Business Data Analyst,EBSCO Industries Inc,United States,,,
2099,Data Analyst/Developer,"Apogee Integration, LLC",United States,,,
